LOT,WFR,X,Y,HBIN,SBIN,TST_A,TST_B
HVM-0982,W01,-19,-28,1,10,1.1306,0.9310
HVM-0982,W01,-18,-28,1,10,1.1205,0.9343
HVM-0982,W01,-17,-28,1,10,1.0729,0.9667
HVM-0982,W01,-16,-28,4,31,1.1019,0.8958
HVM-0982,W01,-15,-28,1,10,1.1099,0.9084
HVM-0982,W01,-14,-28,1,10,1.1365,0.8967
HVM-0982,W01,-13,-28,1,10,1.0897,0.9331
HVM-0982,W01,-12,-28,1,10,1.0913,0.9174
HVM-0982,W01,-11,-28,1,10,1.1340,0.9151
HVM-0982,W01,-10,-28,1,10,1.1480,0.8878
HVM-0982,W01,-9,-28,1,10,1.1495,0.9318
HVM-0982,W01,-8,-28,1,10,1.1325,0.8737
HVM-0982,W01,-7,-28,1,10,1.0921,0.8922
HVM-0982,W01,-6,-28,1,10,1.1590,0.9007
HVM-0982,W01,-5,-28,1,10,1.1396,0.9337
HVM-0982,W01,-4,-28,1,10,1.1396,0.9122
HVM-0982,W01,-3,-28,1,10,1.1335,0.8310
HVM-0982,W01,-2,-28,1,10,1.1896,0.8750
HVM-0982,W01,-1,-28,1,10,1.1239,0.8899
HVM-0982,W01,0,-28,1,10,1.1432,0.8882
HVM-0982,W01,1,-28,1,10,1.1404,0.9093
HVM-0982,W01,2,-28,1,10,1.1187,0.9158
HVM-0982,W01,3,-28,1,10,1.1758,0.8875
HVM-0982,W01,4,-28,1,10,1.1489,0.8859
HVM-0982,W01,5,-28,1,10,1.2087,0.8700
HVM-0982,W01,6,-28,1,10,1.1782,0.9018
HVM-0982,W01,7,-28,1,10,1.2048,0.9391
HVM-0982,W01,8,-28,1,10,1.1477,0.9253
HVM-0982,W01,9,-28,1,10,1.1609,0.9087
HVM-0982,W01,10,-28,2,30,1.2013,0.8977
HVM-0982,W01,11,-28,1,10,1.1792,0.8954
HVM-0982,W01,12,-28,1,10,1.1701,0.9001
HVM-0982,W01,13,-28,1,10,1.2075,0.9343
HVM-0982,W01,14,-28,1,10,1.1993,0.8653
HVM-0982,W01,15,-28,1,10,1.2143,0.8504
HVM-0982,W01,16,-28,1,10,1.2387,0.9047
HVM-0982,W01,17,-28,1,10,1.2188,0.9316
HVM-0982,W01,18,-28,1,10,1.2248,0.9404
HVM-0982,W01,19,-28,1,10,1.1996,0.9049
HVM-0982,W01,20,-28,1,10,1.2462,0.9107
HVM-0982,W01,21,-28,1,10,1.2323,0.9177
HVM-0982,W01,22,-28,1,10,1.2082,0.9042
HVM-0982,W01,23,-28,1,10,1.2138,0.9164
HVM-0982,W01,24,-28,1,10,1.2439,0.9225
HVM-0982,W01,25,-28,1,10,1.2493,0.9188
HVM-0982,W01,26,-28,1,10,1.2400,0.9231
HVM-0982,W01,27,-28,1,10,1.2341,0.9288
HVM-0982,W01,28,-28,1,10,1.2615,0.9197
HVM-0982,W01,29,-28,1,10,1.2723,0.9300
HVM-0982,W01,30,-28,1,10,1.2764,0.9551
HVM-0982,W01,31,-28,1,10,1.2747,0.9560
HVM-0982,W01,32,-28,1,10,1.2696,0.9412
HVM-0982,W01,33,-28,1,10,1.2155,0.9538
HVM-0982,W01,34,-28,1,10,1.2426,0.9440
HVM-0982,W01,35,-28,1,10,1.2824,0.9669
HVM-0982,W01,36,-28,1,10,1.2365,0.9716
HVM-0982,W01,37,-28,1,10,1.2386,0.9284
HVM-0982,W01,38,-28,1,10,1.2771,0.9496
HVM-0982,W01,39,-28,1,10,1.3141,1.0230
HVM-0982,W01,40,-28,1,10,1.2545,1.0182
HVM-0982,W01,41,-28,1,10,1.2791,0.9589
HVM-0982,W01,42,-28,3,31,1.2473,0.9672
HVM-0982,W01,43,-28,2,30,1.2953,0.9588
HVM-0982,W01,-44,-27,1,10,1.0553,0.9686
HVM-0982,W01,-43,-27,2,31,1.0487,0.9276
HVM-0982,W01,-42,-27,1,10,1.0399,0.9841
HVM-0982,W01,-41,-27,1,10,1.0473,0.9500
HVM-0982,W01,-40,-27,1,10,1.0324,0.9523
HVM-0982,W01,-39,-27,1,10,1.0418,0.9746
HVM-0982,W01,-38,-27,1,10,1.0266,0.9350
HVM-0982,W01,-37,-27,1,10,1.0519,0.9756
HVM-0982,W01,-36,-27,1,10,1.0498,0.9568
HVM-0982,W01,-35,-27,4,30,1.0021,0.9460
HVM-0982,W01,-34,-27,1,10,1.0676,0.9381
HVM-0982,W01,-33,-27,1,10,1.0984,0.9549
HVM-0982,W01,-32,-27,1,10,1.1114,0.9761
HVM-0982,W01,-31,-27,1,10,1.0442,0.9542
HVM-0982,W01,-30,-27,1,10,1.0956,0.9508
HVM-0982,W01,-29,-27,1,10,1.0604,0.8990
HVM-0982,W01,-28,-27,1,10,1.0467,0.9364
HVM-0982,W01,-27,-27,1,10,1.0640,0.9374
HVM-0982,W01,-26,-27,1,10,1.0567,0.9323
HVM-0982,W01,-25,-27,1,10,1.0917,0.9736
HVM-0982,W01,-24,-27,1,10,1.0914,0.9477
HVM-0982,W01,-23,-27,1,10,1.0892,0.9127
HVM-0982,W01,-22,-27,1,10,1.1083,0.9408
HVM-0982,W01,-21,-27,1,10,1.1064,0.8930
HVM-0982,W01,-20,-27,1,10,1.0602,0.9188
HVM-0982,W01,-19,-27,1,10,1.1211,0.9461
HVM-0982,W01,-18,-27,1,10,1.0634,0.9532
HVM-0982,W01,-17,-27,1,10,1.1620,0.8571
HVM-0982,W01,-16,-27,1,10,1.0798,0.8924
HVM-0982,W01,-15,-27,1,10,1.1367,0.8868
HVM-0982,W01,-14,-27,1,10,1.1569,0.9152
HVM-0982,W01,-13,-27,1,10,1.1386,0.9471
HVM-0982,W01,-12,-27,1,10,1.1046,0.9275
HVM-0982,W01,-11,-27,1,10,1.1400,0.9108
HVM-0982,W01,-10,-27,1,10,1.1343,0.8564
HVM-0982,W01,-9,-27,1,10,1.0857,0.9029
HVM-0982,W01,-8,-27,1,10,1.1190,0.9274
HVM-0982,W01,-7,-27,1,10,1.1489,0.9108
HVM-0982,W01,-6,-27,1,10,1.2166,0.9139
HVM-0982,W01,-5,-27,1,10,1.1271,0.9086
HVM-0982,W01,-4,-27,1,10,1.1637,0.8762
HVM-0982,W01,-3,-27,1,10,1.1535,0.8943
HVM-0982,W01,-2,-27,1,10,1.1612,0.8751
HVM-0982,W01,-1,-27,1,10,1.1715,0.8545
HVM-0982,W01,0,-27,1,10,1.1938,0.9437
HVM-0982,W01,1,-27,1,10,1.1195,0.8495
HVM-0982,W01,2,-27,1,10,1.1714,0.8973
HVM-0982,W01,3,-27,1,10,1.2216,0.9263
HVM-0982,W01,4,-27,1,10,1.1907,0.9062
HVM-0982,W01,5,-27,1,10,1.1857,0.8866
HVM-0982,W01,6,-27,1,10,1.1534,0.8835
HVM-0982,W01,7,-27,1,10,1.1772,0.9016
HVM-0982,W01,8,-27,2,20,1.1927,0.9022
HVM-0982,W01,9,-27,1,10,1.1201,0.8976
HVM-0982,W01,10,-27,1,10,1.1855,0.9404
HVM-0982,W01,11,-27,1,10,1.2526,0.9586
HVM-0982,W01,12,-27,1,10,1.1833,0.8844
HVM-0982,W01,13,-27,3,30,1.1713,0.9358
HVM-0982,W01,14,-27,1,10,1.2174,0.9257
HVM-0982,W01,15,-27,1,10,1.2101,0.8704
HVM-0982,W01,16,-27,1,10,1.2240,0.9061
HVM-0982,W01,17,-27,1,10,1.1618,0.9142
HVM-0982,W01,18,-27,1,10,1.1874,0.9206
HVM-0982,W01,19,-27,1,10,1.2411,0.9131
HVM-0982,W01,20,-27,1,10,1.1968,0.9788
HVM-0982,W01,21,-27,1,10,1.2175,0.9117
HVM-0982,W01,22,-27,1,10,1.2539,0.9538
HVM-0982,W01,23,-27,1,10,1.2182,0.8855
HVM-0982,W01,24,-27,1,10,1.2619,0.8859
HVM-0982,W01,25,-27,1,10,1.2519,0.9434
HVM-0982,W01,26,-27,1,10,1.2419,0.9251
HVM-0982,W01,27,-27,1,10,1.2475,0.9517
HVM-0982,W01,28,-27,1,10,1.2323,0.9547
HVM-0982,W01,29,-27,1,10,1.2436,0.9084
HVM-0982,W01,30,-27,1,10,1.2567,0.9187
HVM-0982,W01,31,-27,1,10,1.2488,0.9667
HVM-0982,W01,32,-27,1,10,1.2284,0.9431
HVM-0982,W01,33,-27,1,10,1.2363,0.9388
HVM-0982,W01,34,-27,1,10,1.2597,0.9230
HVM-0982,W01,35,-27,1,10,1.2780,0.9746
HVM-0982,W01,36,-27,1,10,1.2517,0.9551
HVM-0982,W01,37,-27,1,10,1.2591,0.9629
HVM-0982,W01,38,-27,1,10,1.2544,0.9401
HVM-0982,W01,39,-27,1,10,1.2756,0.9427
HVM-0982,W01,40,-27,1,10,1.2741,0.9901
HVM-0982,W01,41,-27,1,10,1.2941,1.0068
HVM-0982,W01,42,-27,1,10,1.2733,0.9596
HVM-0982,W01,43,-27,4,20,1.2706,0.9126
HVM-0982,W01,44,-27,4,20,1.2768,0.9856
HVM-0982,W01,-44,-26,1,10,1.0245,1.0149
HVM-0982,W01,-43,-26,1,10,1.0465,0.9549
HVM-0982,W01,-42,-26,1,10,1.0413,0.9424
HVM-0982,W01,-41,-26,1,10,1.0432,0.9712
HVM-0982,W01,-40,-26,1,10,1.0754,0.9543
HVM-0982,W01,-39,-26,1,10,1.0755,0.9508
HVM-0982,W01,-38,-26,1,10,1.0708,0.8954
HVM-0982,W01,-37,-26,1,10,1.0717,0.9402
HVM-0982,W01,-36,-26,1,10,1.0577,0.9443
HVM-0982,W01,-35,-26,1,10,1.0519,0.9471
HVM-0982,W01,-34,-26,1,10,1.0452,0.9290
HVM-0982,W01,-33,-26,1,10,1.0668,0.9221
HVM-0982,W01,-32,-26,1,10,1.0796,0.9479
HVM-0982,W01,-31,-26,1,10,1.1017,0.9475
HVM-0982,W01,-30,-26,1,10,1.0794,0.9547
HVM-0982,W01,-29,-26,1,10,1.0684,0.9117
HVM-0982,W01,-28,-26,1,10,1.0100,0.8973
HVM-0982,W01,-27,-26,1,10,1.0758,0.9265
HVM-0982,W01,-26,-26,1,10,1.0933,0.9409
HVM-0982,W01,-25,-26,1,10,1.1163,0.9185
HVM-0982,W01,-24,-26,4,30,1.0947,0.9091
HVM-0982,W01,-23,-26,1,10,1.1139,0.9079
HVM-0982,W01,-22,-26,1,10,1.1431,0.9169
HVM-0982,W01,-21,-26,1,10,1.1126,0.9087
HVM-0982,W01,-20,-26,1,10,1.0654,0.9201
HVM-0982,W01,-19,-26,1,10,1.1234,0.9313
HVM-0982,W01,-18,-26,1,10,1.1193,0.9366
HVM-0982,W01,-17,-26,1,10,1.1613,0.8984
HVM-0982,W01,-16,-26,1,10,1.1503,0.8952
HVM-0982,W01,-15,-26,1,10,1.1081,0.9309
HVM-0982,W01,-14,-26,1,10,1.0984,0.9021
HVM-0982,W01,-13,-26,1,10,1.1366,0.8945
HVM-0982,W01,-12,-26,1,10,1.1470,0.9107
HVM-0982,W01,-11,-26,1,10,1.1412,0.8972
HVM-0982,W01,-10,-26,1,10,1.1505,0.8943
HVM-0982,W01,-9,-26,1,10,1.1373,0.9292
HVM-0982,W01,-8,-26,1,10,1.1067,0.8723
HVM-0982,W01,-7,-26,1,10,1.1239,0.8687
HVM-0982,W01,-6,-26,1,10,1.1466,0.9275
HVM-0982,W01,-5,-26,1,10,1.1528,0.8715
HVM-0982,W01,-4,-26,1,10,1.2061,0.8872
HVM-0982,W01,-3,-26,1,10,1.2034,0.9293
HVM-0982,W01,-2,-26,1,10,1.1809,0.8939
HVM-0982,W01,-1,-26,1,10,1.1692,0.9275
HVM-0982,W01,0,-26,1,10,1.1234,0.8901
HVM-0982,W01,1,-26,1,10,1.1515,0.8577
HVM-0982,W01,2,-26,1,10,1.1611,0.8991
HVM-0982,W01,3,-26,1,10,1.1716,0.9375
HVM-0982,W01,4,-26,1,10,1.1482,0.8698
HVM-0982,W01,5,-26,1,10,1.1663,0.9129
HVM-0982,W01,6,-26,2,31,1.1763,0.9244
HVM-0982,W01,7,-26,1,10,1.1993,0.9193
HVM-0982,W01,8,-26,1,10,1.2151,0.9230
HVM-0982,W01,9,-26,1,10,1.1926,0.8917
HVM-0982,W01,10,-26,1,10,1.1554,0.9230
HVM-0982,W01,11,-26,1,10,1.1928,0.8896
HVM-0982,W01,12,-26,1,10,1.1943,0.8952
HVM-0982,W01,13,-26,1,10,1.2421,0.8981
HVM-0982,W01,14,-26,1,10,1.2126,0.8955
HVM-0982,W01,15,-26,1,10,1.2474,0.9185
HVM-0982,W01,16,-26,1,10,1.2006,0.9161
HVM-0982,W01,17,-26,1,10,1.2229,0.9286
HVM-0982,W01,18,-26,1,10,1.2402,0.9033
HVM-0982,W01,19,-26,1,10,1.2176,0.9483
HVM-0982,W01,20,-26,1,10,1.2091,0.8843
HVM-0982,W01,21,-26,1,10,1.2327,0.8906
HVM-0982,W01,22,-26,1,10,1.2632,0.9476
HVM-0982,W01,23,-26,1,10,1.2156,0.9162
HVM-0982,W01,24,-26,1,10,1.2200,0.8949
HVM-0982,W01,25,-26,1,10,1.2240,0.9261
HVM-0982,W01,26,-26,1,10,1.2077,0.9467
HVM-0982,W01,27,-26,1,10,1.2223,0.9509
HVM-0982,W01,28,-26,1,10,1.2612,0.9542
HVM-0982,W01,29,-26,1,10,1.2489,0.9554
HVM-0982,W01,30,-26,1,10,1.2488,0.9184
HVM-0982,W01,31,-26,1,10,1.2662,0.8940
HVM-0982,W01,32,-26,1,10,1.2588,0.9319
HVM-0982,W01,33,-26,1,10,1.2914,0.9943
HVM-0982,W01,34,-26,1,10,1.2379,0.9278
HVM-0982,W01,35,-26,1,10,1.2476,0.9157
HVM-0982,W01,36,-26,1,10,1.2474,0.9512
HVM-0982,W01,37,-26,1,10,1.2804,0.9479
HVM-0982,W01,38,-26,1,10,1.2378,0.9432
HVM-0982,W01,39,-26,1,10,1.3193,0.9455
HVM-0982,W01,40,-26,1,10,1.2586,0.9581
HVM-0982,W01,41,-26,1,10,1.2761,0.9785
HVM-0982,W01,42,-26,2,30,1.2433,0.9716
HVM-0982,W01,43,-26,2,31,1.3224,0.9585
HVM-0982,W01,44,-26,1,10,1.3249,0.9636
HVM-0982,W01,-44,-25,1,10,1.0290,0.9530
HVM-0982,W01,-43,-25,3,20,1.0684,0.9448
HVM-0982,W01,-42,-25,1,10,1.0375,0.9275
HVM-0982,W01,-41,-25,1,10,1.0767,0.9781
HVM-0982,W01,-40,-25,1,10,1.0729,0.9813
HVM-0982,W01,-39,-25,1,10,1.0891,0.9959
HVM-0982,W01,-38,-25,1,10,1.0059,0.9721
HVM-0982,W01,-37,-25,1,10,1.0613,0.9645
HVM-0982,W01,-36,-25,1,10,1.0668,0.9523
HVM-0982,W01,-35,-25,1,10,1.0363,0.9245
HVM-0982,W01,-34,-25,1,10,1.0812,0.9452
HVM-0982,W01,-33,-25,1,10,1.0722,0.8975
HVM-0982,W01,-32,-25,1,10,1.0738,0.9635
HVM-0982,W01,-31,-25,1,10,1.0570,0.9370
HVM-0982,W01,-30,-25,1,10,1.0688,0.9281
HVM-0982,W01,-29,-25,1,10,1.1336,0.9497
HVM-0982,W01,-28,-25,1,10,1.0387,0.9415
HVM-0982,W01,-27,-25,1,10,1.0671,0.9442
HVM-0982,W01,-26,-25,1,10,1.1126,0.8981
HVM-0982,W01,-25,-25,1,10,1.0833,0.9433
HVM-0982,W01,-24,-25,1,10,1.1153,0.9566
HVM-0982,W01,-23,-25,1,10,1.0684,0.8764
HVM-0982,W01,-22,-25,1,10,1.0631,0.9032
HVM-0982,W01,-21,-25,1,10,1.1416,0.9422
HVM-0982,W01,-20,-25,1,10,1.1346,0.9300
HVM-0982,W01,-19,-25,1,10,1.1003,0.8465
HVM-0982,W01,-18,-25,1,10,1.1402,0.9093
HVM-0982,W01,-17,-25,1,10,1.1036,0.9024
HVM-0982,W01,-16,-25,1,10,1.1481,0.9161
HVM-0982,W01,-15,-25,1,10,1.1527,0.8789
HVM-0982,W01,-14,-25,1,10,1.1057,0.9077
HVM-0982,W01,-13,-25,1,10,1.1184,0.9016
HVM-0982,W01,-12,-25,1,10,1.0954,0.8644
HVM-0982,W01,-11,-25,1,10,1.1048,0.8705
HVM-0982,W01,-10,-25,1,10,1.1280,0.9018
HVM-0982,W01,-9,-25,1,10,1.1754,0.9001
HVM-0982,W01,-8,-25,1,10,1.1642,0.9077
HVM-0982,W01,-7,-25,1,10,1.1519,0.8905
HVM-0982,W01,-6,-25,1,10,1.1143,0.8990
HVM-0982,W01,-5,-25,1,10,1.1677,0.8483
HVM-0982,W01,-4,-25,1,10,1.1695,0.8993
HVM-0982,W01,-3,-25,1,10,1.1142,0.8773
HVM-0982,W01,-2,-25,1,10,1.1607,0.9169
HVM-0982,W01,-1,-25,1,10,1.1421,0.9060
HVM-0982,W01,0,-25,3,30,1.1528,0.8868
HVM-0982,W01,1,-25,1,10,1.1948,0.9022
HVM-0982,W01,2,-25,1,10,1.1410,0.9042
HVM-0982,W01,3,-25,1,10,1.1541,0.9199
HVM-0982,W01,4,-25,1,10,1.1694,0.9214
HVM-0982,W01,5,-25,1,10,1.2163,0.8674
HVM-0982,W01,6,-25,1,10,1.1777,0.9057
HVM-0982,W01,7,-25,1,10,1.1947,0.8708
HVM-0982,W01,8,-25,1,10,1.1414,0.8592
HVM-0982,W01,9,-25,1,10,1.1864,0.8999
HVM-0982,W01,10,-25,1,10,1.1839,0.8742
HVM-0982,W01,11,-25,1,10,1.2182,0.9217
HVM-0982,W01,12,-25,1,10,1.2094,0.8777
HVM-0982,W01,13,-25,1,10,1.1661,0.8642
HVM-0982,W01,14,-25,1,10,1.2155,0.9059
HVM-0982,W01,15,-25,1,10,1.2554,0.8933
HVM-0982,W01,16,-25,1,10,1.1861,0.9439
HVM-0982,W01,17,-25,1,10,1.1891,0.9120
HVM-0982,W01,18,-25,1,10,1.2206,0.8803
HVM-0982,W01,19,-25,1,10,1.2102,0.9450
HVM-0982,W01,20,-25,1,10,1.2184,0.9032
HVM-0982,W01,21,-25,1,10,1.2412,0.8892
HVM-0982,W01,22,-25,1,10,1.2341,0.8696
HVM-0982,W01,23,-25,1,10,1.2441,0.9528
HVM-0982,W01,24,-25,1,10,1.2282,0.9878
HVM-0982,W01,25,-25,1,10,1.2366,0.9253
HVM-0982,W01,26,-25,1,10,1.2461,0.9029
HVM-0982,W01,27,-25,1,10,1.2330,0.9715
HVM-0982,W01,28,-25,1,10,1.2525,0.9373
HVM-0982,W01,29,-25,1,10,1.2427,0.9416
HVM-0982,W01,30,-25,1,10,1.2440,0.9630
HVM-0982,W01,31,-25,1,10,1.2714,0.9514
HVM-0982,W01,32,-25,1,10,1.2697,0.8827
HVM-0982,W01,33,-25,1,10,1.2632,0.9840
HVM-0982,W01,34,-25,1,10,1.2297,0.9256
HVM-0982,W01,35,-25,1,10,1.2548,0.9541
HVM-0982,W01,36,-25,1,10,1.2667,0.9659
HVM-0982,W01,37,-25,4,20,1.2946,1.0135
HVM-0982,W01,38,-25,1,10,1.2562,0.9430
HVM-0982,W01,39,-25,1,10,1.3008,0.9350
HVM-0982,W01,40,-25,1,10,1.3138,0.9907
HVM-0982,W01,41,-25,1,10,1.2937,0.9825
HVM-0982,W01,42,-25,1,10,1.2883,0.9528
HVM-0982,W01,43,-25,1,10,1.2930,0.9486
HVM-0982,W01,44,-25,1,10,1.2858,0.9320
HVM-0982,W01,-45,-24,1,10,1.0285,0.9213
HVM-0982,W01,-44,-24,2,31,1.0327,0.9987
HVM-0982,W01,-43,-24,4,21,1.0390,0.9602
HVM-0982,W01,-42,-24,1,10,1.0240,0.9622
HVM-0982,W01,-41,-24,1,10,1.0139,0.9319
HVM-0982,W01,-40,-24,1,10,1.0422,0.9517
HVM-0982,W01,-39,-24,1,10,1.0769,0.9512
HVM-0982,W01,-38,-24,1,10,1.0674,0.8905
HVM-0982,W01,-37,-24,1,10,1.0368,0.9435
HVM-0982,W01,-36,-24,1,10,1.0278,0.9544
HVM-0982,W01,-35,-24,1,10,1.0615,0.9527
HVM-0982,W01,-34,-24,1,10,1.0461,0.9585
HVM-0982,W01,-33,-24,1,10,1.0511,0.9568
HVM-0982,W01,-32,-24,1,10,1.0369,0.9181
HVM-0982,W01,-31,-24,1,10,1.0458,0.9638
HVM-0982,W01,-30,-24,2,20,1.0734,0.9159
HVM-0982,W01,-29,-24,1,10,1.1000,0.9417
HVM-0982,W01,-28,-24,1,10,1.0425,0.9730
HVM-0982,W01,-27,-24,1,10,1.0786,0.9127
HVM-0982,W01,-26,-24,1,10,1.0813,0.9390
HVM-0982,W01,-25,-24,1,10,1.1150,0.9141
HVM-0982,W01,-24,-24,1,10,1.0934,0.9205
HVM-0982,W01,-23,-24,1,10,1.0961,0.9511
HVM-0982,W01,-22,-24,1,10,1.0662,0.9325
HVM-0982,W01,-21,-24,1,10,1.0821,0.8983
HVM-0982,W01,-20,-24,1,10,1.1127,0.9200
HVM-0982,W01,-19,-24,1,10,1.0910,0.9225
HVM-0982,W01,-18,-24,1,10,1.0714,0.9146
HVM-0982,W01,-17,-24,1,10,1.0759,0.9135
HVM-0982,W01,-16,-24,1,10,1.0858,0.9038
HVM-0982,W01,-15,-24,1,10,1.1412,0.8899
HVM-0982,W01,-14,-24,1,10,1.0919,0.8759
HVM-0982,W01,-13,-24,1,10,1.1335,0.9098
HVM-0982,W01,-12,-24,1,10,1.1182,0.9469
HVM-0982,W01,-11,-24,1,10,1.1186,0.9333
HVM-0982,W01,-10,-24,1,10,1.1452,0.8985
HVM-0982,W01,-9,-24,1,10,1.1296,0.8891
HVM-0982,W01,-8,-24,1,10,1.1223,0.8514
HVM-0982,W01,-7,-24,1,10,1.1712,0.9633
HVM-0982,W01,-6,-24,1,10,1.0884,0.8815
HVM-0982,W01,-5,-24,1,10,1.1375,0.8685
HVM-0982,W01,-4,-24,1,10,1.1518,0.9060
HVM-0982,W01,-3,-24,1,10,1.1759,0.8951
HVM-0982,W01,-2,-24,1,10,1.1814,0.8727
HVM-0982,W01,-1,-24,1,10,1.1259,0.9185
HVM-0982,W01,0,-24,4,21,1.1759,0.9059
HVM-0982,W01,1,-24,1,10,1.1449,0.9033
HVM-0982,W01,2,-24,1,10,1.1674,0.9247
HVM-0982,W01,3,-24,1,10,1.1656,0.8766
HVM-0982,W01,4,-24,1,10,1.1889,0.9500
HVM-0982,W01,5,-24,1,10,1.1690,0.9201
HVM-0982,W01,6,-24,1,10,1.1685,0.9069
HVM-0982,W01,7,-24,1,10,1.1679,0.8563
HVM-0982,W01,8,-24,1,10,1.2242,0.9344
HVM-0982,W01,9,-24,1,10,1.1893,0.8948
HVM-0982,W01,10,-24,1,10,1.1711,0.9155
HVM-0982,W01,11,-24,1,10,1.1752,0.8789
HVM-0982,W01,12,-24,1,10,1.2239,0.8823
HVM-0982,W01,13,-24,1,10,1.2111,0.8818
HVM-0982,W01,14,-24,1,10,1.1998,0.9085
HVM-0982,W01,15,-24,1,10,1.2542,0.9384
HVM-0982,W01,16,-24,1,10,1.2125,0.9194
HVM-0982,W01,17,-24,1,10,1.2297,0.8764
HVM-0982,W01,18,-24,1,10,1.2355,0.9092
HVM-0982,W01,19,-24,1,10,1.1957,0.9039
HVM-0982,W01,20,-24,1,10,1.2105,0.9230
HVM-0982,W01,21,-24,1,10,1.2085,0.9699
HVM-0982,W01,22,-24,1,10,1.2160,0.9299
HVM-0982,W01,23,-24,1,10,1.2288,0.9170
HVM-0982,W01,24,-24,1,10,1.2456,0.9477
HVM-0982,W01,25,-24,1,10,1.2662,0.8983
HVM-0982,W01,26,-24,1,10,1.2363,0.9476
HVM-0982,W01,27,-24,1,10,1.2506,0.9473
HVM-0982,W01,28,-24,1,10,1.2241,0.9546
HVM-0982,W01,29,-24,1,10,1.2745,0.9683
HVM-0982,W01,30,-24,1,10,1.2436,0.9526
HVM-0982,W01,31,-24,1,10,1.2004,0.9144
HVM-0982,W01,32,-24,2,30,1.1970,0.9334
HVM-0982,W01,33,-24,1,10,1.2557,0.9360
HVM-0982,W01,34,-24,1,10,1.2574,0.9664
HVM-0982,W01,35,-24,1,10,1.2794,0.9335
HVM-0982,W01,36,-24,1,10,1.2815,0.9645
HVM-0982,W01,37,-24,1,10,1.2896,1.0105
HVM-0982,W01,38,-24,1,10,1.2978,0.9860
HVM-0982,W01,39,-24,1,10,1.2530,0.9321
HVM-0982,W01,40,-24,1,10,1.2683,0.9406
HVM-0982,W01,41,-24,1,10,1.2739,0.9306
HVM-0982,W01,42,-24,1,10,1.2673,0.9347
HVM-0982,W01,43,-24,1,10,1.2847,0.9683
HVM-0982,W01,44,-24,2,21,1.2681,0.9498
HVM-0982,W01,45,-24,2,21,1.2938,0.9917
HVM-0982,W01,-45,-23,4,31,1.0592,0.9828
HVM-0982,W01,-44,-23,1,10,1.0615,0.9810
HVM-0982,W01,-43,-23,1,10,1.0579,0.9621
HVM-0982,W01,-42,-23,1,10,1.0580,0.9477
HVM-0982,W01,-41,-23,1,10,1.0349,0.9409
HVM-0982,W01,-40,-23,1,10,1.0236,0.9373
HVM-0982,W01,-39,-23,1,10,1.0791,0.9739
HVM-0982,W01,-38,-23,1,10,1.0099,0.9386
HVM-0982,W01,-37,-23,1,10,1.0650,0.9348
HVM-0982,W01,-36,-23,1,10,1.0311,0.9730
HVM-0982,W01,-35,-23,1,10,1.0527,0.9787
HVM-0982,W01,-34,-23,1,10,1.0652,0.9669
HVM-0982,W01,-33,-23,1,10,1.1100,0.9204
HVM-0982,W01,-32,-23,1,10,1.0743,0.9122
HVM-0982,W01,-31,-23,1,10,1.0459,0.9437
HVM-0982,W01,-30,-23,1,10,1.1189,0.9503
HVM-0982,W01,-29,-23,1,10,1.0652,0.9215
HVM-0982,W01,-28,-23,1,10,1.0675,0.9070
HVM-0982,W01,-27,-23,1,10,1.0641,0.9742
HVM-0982,W01,-26,-23,1,10,1.0763,0.9357
HVM-0982,W01,-25,-23,1,10,1.1064,0.8660
HVM-0982,W01,-24,-23,1,10,1.0883,0.8884
HVM-0982,W01,-23,-23,4,30,1.1059,0.9302
HVM-0982,W01,-22,-23,1,10,1.0804,0.9540
HVM-0982,W01,-21,-23,1,10,1.0689,0.8928
HVM-0982,W01,-20,-23,1,10,1.0768,0.9196
HVM-0982,W01,-19,-23,1,10,1.0895,0.9215
HVM-0982,W01,-18,-23,1,10,1.1128,0.8766
HVM-0982,W01,-17,-23,1,10,1.0959,0.9022
HVM-0982,W01,-16,-23,1,10,1.1095,0.9044
HVM-0982,W01,-15,-23,1,10,1.0300,0.9005
HVM-0982,W01,-14,-23,1,10,1.0700,0.8771
HVM-0982,W01,-13,-23,1,10,1.1481,0.9029
HVM-0982,W01,-12,-23,1,10,1.1430,0.8946
HVM-0982,W01,-11,-23,1,10,1.1179,0.9036
HVM-0982,W01,-10,-23,1,10,1.1579,0.8507
HVM-0982,W01,-9,-23,1,10,1.1416,0.9330
HVM-0982,W01,-8,-23,1,10,1.1421,0.9051
HVM-0982,W01,-7,-23,1,10,1.1473,0.8773
HVM-0982,W01,-6,-23,2,31,1.1796,0.9615
HVM-0982,W01,-5,-23,1,10,1.1269,0.8773
HVM-0982,W01,-4,-23,1,10,1.1638,0.9172
HVM-0982,W01,-3,-23,1,10,1.1983,0.8924
HVM-0982,W01,-2,-23,2,21,1.2124,0.8716
HVM-0982,W01,-1,-23,1,10,1.1476,0.8816
HVM-0982,W01,0,-23,1,10,1.2054,0.9291
HVM-0982,W01,1,-23,1,10,1.1790,0.8631
HVM-0982,W01,2,-23,1,10,1.1291,0.9017
HVM-0982,W01,3,-23,1,10,1.2125,0.9172
HVM-0982,W01,4,-23,1,10,1.1964,0.9206
HVM-0982,W01,5,-23,2,20,1.1990,0.9302
HVM-0982,W01,6,-23,1,10,1.1768,0.8505
